name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
biomorph,2024-04-05,8327,19.99,134478.0,10.81047014652968,94,indie,lucid dreams studio,lucid dreams studio,1430220
konosuba - god's blessing on this wonderful world! love for these clothes of desire!,2024-02-07,3261,49.99,133582.0,11.676291704663813,90,indie,pqube,mages. inc.,2349140
tunnel escape,2024-08-22,8953,19.99,133472.0,7.871207655983875,83,indie,saikey studios,elzee,2908950
warcana,2024-08-29,8667,16.99,132527.0,9.17396185427534,0,aa,team17,1000 orks,2022930
sunset hills,2024-08-20,9067,17.99,132521.0,3.892424119059143,0,indie,"cotton game,asmik ace, inc.",cotton game,1791590
liu shan maker,2024-05-13,15876,9.99,132333.0,2.356807953029711,81,indie,"playmeow,acg creator",xian,1997480
casino simulator,2024-05-23,21835,6.99,132078.0,5.142398956146814,91,indie,lodos games,lodos games,2898270
mirror of heaven,2024-06-01,18183,9.25,131680.0,16.510882014762892,81,indie,leyo games,enjoyplay ltd,2180340
gori: cuddly carnage,2024-08-29,8286,21.99,131175.0,4.812221953692276,98,indie,"wired productions,couchplay interactive (greater china)",angry demon studio,1299690
churn vector,2024-01-11,11565,14.99,130913.0,11.39826729620468,91,indie,naelstrof,"naelstrof,eugene,archival",2686900
pine harbor,2024-04-25,10750,17.9,129987.0,1.798743259643329,66,indie,vision forge team,vision forge team,2448030
chornobyl liquidators,2024-06-06,8056,19.99,129800.0,3.827632608126103,43,indie,frozen way,live motion games,1113010
anomaly exit,2024-03-31,23968,5.99,129211.0,1.370028927181579,92,indie,examlguy,examlguy,2232600
rift wizard 2,2024-03-24,9029,17.99,129153.0,28.48270747058968,94,indie,dylan white,dylan white,2058570
magic research 2,2024-05-21,24898,5.99,128483.0,75.52942605437786,95,indie,maticolotto,maticolotto,2864890
potions: a curious tale,2024-03-07,7522,19.99,127676.0,4.2824884665923,91,indie,stumbling cat,stumbling cat,378690
happy sheepies,2024-07-08,12053,12.99,126481.0,4.561630918417058,82,indie,berker games,berker games,2860450
kādomon: hyper auto battlers,2024-03-25,15364,9.99,126462.0,9.378672564556648,69,indie,fireshine games,dino rocket,2125540
kitchen crisis,2024-04-02,9362,14.99,126302.0,13.785406431198403,76,indie,team samoyed,team samoyed,2118250
my holiness the gobliness,2024-05-16,18918,7.99,125882.0,1.8054321828185629,90,indie,"mango party,mango party news",bfgs,2176570
ratten reich,2024-08-09,8439,19.99,124545.0,1.4585582074543249,0,indie,crytivo,metalladlerstudio,1717250
dungeon keeper™ 2,2024-03-07,58372,4.99,124273.0,10.70984715281564,96,aaa,electronic arts,bullfrog productions,2616460
kitsune tails,2024-08-01,7489,19.99,124094.0,3.06825394518638,99,indie,"kitsune games,midboss, llc.",kitsune games,1325260
don't shout together,2024-06-14,31887,4.99,124033.0,0.9848114232700108,33,indie,sinistergames,sinistergames,2625510
everafter falls,2024-06-20,7341,19.99,123977.0,25.153398258825927,90,indie,akupara games,squarehusky,1416960
devil blade reboot,2024-05-23,9966,15.99,123743.0,4.484006580046724,100,indie,shigatake games,shigatake games,2882440
just xiangqi,2024-01-15,18233,9.99,122952.0,10.496655937885572,86,indie,studio amateur,studio amateur,2248180
突然＊恋人,2024-04-19,7912,29.99,122358.0,12.145729938421471,0,indie,hikari field,smee,2510810
fruit mountain,2024-03-17,15541,8.99,122090.0,11.539945662135423,0,indie,bexide inc.,bexide inc.,2753620
blacksmith. song of two kings.,2024-02-13,6428,24.99,121847.0,12.88320570542318,81,indie,pavel leksin,pavel leksin,2531370
云岚九歌,2024-02-01,8734,0.0,120624.0,53.76316775277071,83,indie,云岚九歌,云岚九歌,2685430
serviceit: you can do it,2024-03-04,11704,12.99,119970.0,3.2941349420416337,75,indie,"freemind s.a.,playway s.a.",picture4u,2194730
heroes wanted,2024-06-11,12366,19.99,119956.0,22.056278066296468,85,indie,gameplete,gameplete,2667410
the crush house,2024-08-09,8491,16.99,119615.0,4.720167640168312,76,aa,devolver digital,nerial,2337820
bounty: drag racing,2024-05-24,8324,24.99,119403.0,29.086758428949786,90,indie,kodgames,kodgames,1803390
zet zillions,2024-05-23,14513,9.99,118127.0,11.015760970625273,89,aa,raw fury,ota imon studios,2229560
天呐！找不到真爱就扑街！,2024-05-30,20613,6.99,117466.0,5.547836570388897,85,indie,國王互娛king interactive,國王互娛king interactive,2817690
#blud,2024-06-18,5557,24.99,117246.0,6.316958418986393,76,aa,humble games,exit 73 studios,1921480
rustil: eternal labyrinth castle,2024-04-25,9425,14.99,117115.0,6.726593259880232,71,indie,ktmg llc.,kic games,2162820
黄毛漂流记,2024-02-05,84506,1.99,117047.0,2.9681194503239188,0,indie,balloonsgame,balloonsgame,2535770
diabotical rogue,2024-06-04,8314,19.99,116875.0,12.374667067893927,79,indie,gd studio inc,gd studio inc,2805060
the devil within: satgat,2024-04-09,7093,19.99,116681.0,5.86608812156575,0,indie,"newcore games,astrolabe games",newcore games,1802880
rock star life simulator,2024-02-26,11394,12.49,116257.0,5.247893236442482,93,indie,hogo games,hogo games,2530950
artifact seeker: resurrection,2024-07-26,21260,8.99,115933.0,7.560146965041439,85,indie,lynkpin game,lynkpin game,3054610
supernormal,2024-01-08,16944,7.99,115876.0,1.644515685236371,69,indie,hitori de productions,hitori de productions,2532430
psalm 5:9-13,2024-03-13,34932,3.99,114851.0,0.5496443790101976,86,indie,"ranwog,notex,a1esska","ranwog,notex,a1esska",1837220
pathfinder: gallowspire survivors,2024-04-04,23803,6.99,114460.0,6.935692979085918,64,indie,bkom studios,bkom studios,2388460
what the fog,2024-05-14,25501,4.99,114434.0,2.3208439147496027,0,aa,behaviour interactive inc.,behaviour interactive inc.,2139020
horticular,2024-07-11,7084,19.99,114045.0,8.426789375719885,95,indie,slug disco,indirection games,1928540
sovereign syndicate,2024-01-15,7160,19.99,113468.0,8.545574708566374,86,indie,crimson herring studios,crimson herring studios,1674920
tales of spark,2024-02-04,12900,13.99,113195.0,14.51652826490311,85,indie,ice and fire isle studio,ice and fire isle studio,2165390
fatal countdown - immoral list of desires,2024-04-09,12388,10.99,113186.0,1.786202605335042,83,indie,"playmeow,acg creator",secret garden,1987980
stellar settlers: space base builder,2024-03-11,12644,11.99,112737.0,2.8593045181380656,88,indie,"rogue duck interactive,gamersky games",tinymice entertainment,2628570
simcity™ 3000 unlimited,2024-03-07,47101,4.99,112651.0,7.697533717458039,86,aaa,electronic arts,maxis,2741560
let's go! my harem farm,2024-06-21,9267,14.99,112505.0,5.636361336203013,81,indie,otaku plan,xo_project,2659960
personal trainer,2024-05-27,10501,12.99,112150.0,4.550002496678145,81,indie,udder yeti,domiek,2385140
dream tactics,2024-04-15,8069,17.99,112147.0,13.108250723006284,94,indie,indie.io,spectra entertainment inc.,1897650
ova magica,2024-07-23,5364,24.99,111979.0,22.50564236018926,0,indie,"top hat studios, inc.","skinny frog,claudiathedev",1299170
spirit hunter: death mark ii,2024-02-15,2783,49.99,111912.0,11.417801959194982,98,indie,aksys games,"experience,ghostlight ltd",2080800
seifuku kanojo,2024-04-02,5488,29.99,111658.0,9.261170262539688,83,indie,hikari pulse,entergram,2673490
oriental valley,2024-04-25,7846,17.99,111604.0,9.214083597671644,86,indie,etime studio,猫多游戏,2201930
space prison,2024-07-18,6673,19.99,111599.0,8.315043071342291,88,indie,firesquid,wooden alien,1865930
whispered promises ~ 14 days of love with anna,2024-02-14,8872,15.99,111150.0,1.8763832771371465,93,indie,072 project,omnis,2507840
throne of bone,2024-04-08,7755,16.99,110885.0,12.912109890722832,92,indie,windmill slam,windmill slam,1866630
love x crotch x gym,2024-03-29,8753,15.99,110745.0,2.402291570090048,83,indie,072 project,"奶油貓工作室,バター貓スタジオ",2430700
pesticide not required,2024-03-18,20018,6.5,110721.0,8.986554446747627,94,indie,jampacked games,jampacked games,2479320
dragon is dead,2024-06-07,6489,19.99,109973.0,8.952984705381535,77,indie,"pm studios, inc.",teamsuneat,2803280
gourdlets,2024-08-15,29540,4.99,109304.0,4.510849803181503,95,indie,"future friends games,auntygames",auntygames,2013730
unreal lust theory,2024-03-29,22266,7.99,108802.0,1.6062343921411546,74,indie,inceton games,inceton games,2573100
escape from the room of the serving doll,2024-06-18,18575,6.99,108603.0,1.2631172015065026,87,indie,playmeow,桃山プロダクション,2442390
ntr'd by clumsiness,2024-05-15,20401,6.99,108551.0,2.2641617236393574,80,indie,hangover cat purrroduction,hangover cat purrroduction,2277300
rogue voltage,2024-05-10,8150,15.99,108249.0,8.035693626041311,93,indie,"horizont computergrafik,indieark",horizont computergrafik,1494560
the braves,2024-05-03,35671,0.0,107932.0,37.56037743623871,65,indie,101xp,101xp game studios,2479830
the political machine 2024,2024-05-02,5997,19.99,107442.0,9.375262746564824,71,indie,stardock entertainment,stardock entertainment,2512090
lootun,2024-05-14,23003,5.49,107153.0,64.13552450605829,94,indie,arrowsoftgames,arrowsoftgames,1960270
stellar initiative,2024-05-27,12661,9.99,106342.0,7.096431675244657,72,indie,five head games,five head games,2529080
baladins,2024-05-15,5066,24.99,106200.0,3.3563584876458874,84,indie,armor games studios,seed by seed,1866320
of life and land,2024-04-02,5200,24.99,106071.0,8.470716159988035,93,indie,"kerzoven,metaroot",kerzoven,1733110
aero gpx,2024-08-06,6739,19.99,105983.0,4.249184101788392,99,indie,aaron mcdevitt,aaron mcdevitt,2160360
trinity survivors,2024-05-02,13772,9.99,105834.0,6.141025061148281,78,indie,"flyway games, inc.","flyway games, inc.",2686580
old school rally,2024-07-18,12741,9.99,105556.0,3.3328854130189614,93,indie,astrolabe games,frozen lake games,2824660
factory outlet simulator,2024-07-15,12466,10.99,105087.0,12.264593888983066,87,indie,pisho,pisho,2981590
sandwalkers,2024-06-19,6527,19.99,104827.0,8.163045434052988,75,indie,"goblinz publishing,h2 interactive co., ltd.",goblinz studio,1639080
craftomation 101: programming & craft,2024-02-19,13458,9.99,104104.0,12.247192066961416,88,indie,luden.io,luden.io,1724140
deadrock redemption,2024-04-04,8414,14.99,103914.0,1.9315781914925247,67,indie,entropy digital entertainment,entropy digital entertainment,2753270
dungeon travelers: to heart 2 in another world,2024-02-14,7032,19.99,103875.0,26.40898855646969,89,indie,"dmm games,shiravune",aquaplus,1901620
dustland delivery,2024-07-11,16038,7.99,103498.0,16.13021138305583,93,indie,farlight games,neutron star studio,2943280
saki and the crucible of debauchery,2024-07-25,13943,8.99,103268.0,2.3790812982022453,96,indie,"mango party,mango party news",ofuroworks,2652500
the tribe must survive,2024-05-23,6191,24.99,103232.0,9.08482471233303,72,indie,starbreeze entertainment,walking tree games gmbh,1729940
pmc promiscuity,2024-05-18,6029,19.99,103206.0,4.655877506903089,91,indie,overseer division,"shuuko,amber fiend",2738670
mashiroiro symphony hd -love is pure white-,2024-05-01,4565,39.99,103113.0,16.50014475843828,85,indie,shiravune,palette,2737970
princess maker 2 regeneration,2024-07-10,3127,39.99,103057.0,5.284493425227376,62,indie,bliss brain,"bliss brain,monkey craft",2311530
kakuriyo village ~moratorium of adolescence~,2024-03-21,5302,24.99,102837.0,3.703153793078795,85,indie,bokiboki games,i'm moralist,2326590
beneath the mountain,2024-03-05,5490,24.99,102217.0,10.58303889083662,67,indie,gameclaw studio,omnis rector studios,1728840
serum,2024-05-23,5714,24.99,101998.0,4.520200688637722,59,indie,toplitz productions,game island,1610520
personal study,2024-04-15,14975,7.99,101925.0,1.8344642000474296,90,indie,arcanespoon,arcanespoon,2878000
deathless. tales of old rus,2024-06-18,5280,24.99,101371.0,12.004932786153772,88,indie,1с-777 limited,1c game studios,2727210
the great rebellion,2024-02-01,6274,19.99,101324.0,3.919736996924976,99,indie,aip,kvltgames,2732820
backrooms break,2024-04-24,13850,8.99,101261.0,1.747438412475688,71,indie,jan jileček,jan jileček,2248330
turbo kid,2024-04-09,6185,19.99,101051.0,9.214640817798797,96,indie,outerminds inc.,outerminds inc.,1733250
don't disturb your stepmom,2024-06-20,8550,13.99,100118.0,2.188715860354927,68,indie,lemonhaze game studio,lemonhaze studio,2937910
fallen young wife~netorare h without telling her husband~,2024-05-03,10217,11.99,99794.0,0.9473265220608578,75,indie,072 project,瀧壺チャンネル,2717310
"love, ghostie",2024-08-14,5937,19.99,99704.0,3.727087878172361,97,indie,"janbeh games, llc","janbeh games, llc",1789490
paper trail,2024-05-21,6971,19.99,99360.0,4.517925370173087,0,indie,newfangled games,newfangled games,1889740
underspace,2024-04-10,6301,19.99,99105.0,16.03857155052236,83,indie,camlann games,pastaspace interactive,1111930
humans are not that against lizardwomen,2024-04-06,52018,3.99,98977.0,2.73542716292518,94,indie,horny capybara studio,hue axis entertainment,2715650
star command galaxies,2024-08-28,7879,14.99,98718.0,5.326777990161925,44,indie,warballoon,warballoon,402160
nightmare: the lunatic,2024-03-31,8560,16.99,98647.0,12.420812923843696,90,indie,maetdol games,maetdol games,1842730
bears in space,2024-03-22,6160,19.99,98573.0,9.076366799930872,96,indie,ravenscourt,broadside games,1309620
altf42,2024-06-04,25211,7.99,98378.0,4.830693338953039,75,indie,gravity,pumpkim,2187230
b-17 flying fortress : the mighty 8th redux,2024-01-25,7611,14.99,97527.0,10.442652231942674,66,indie,microprose software,microprose software,2000800
trinitys,2024-04-25,9630,14.99,97404.0,7.425199078752663,75,indie,phoenixx inc.,indie-us games,1584690
slave zero x,2024-02-21,4603,24.99,97228.0,6.396802075195478,85,indie,ziggurat,poppy works,1903910
crestfallen: medieval survival,2024-07-17,8635,14.99,97203.0,9.388145547654238,69,indie,bloodbath studios,bloodbath studios,2293680
my pleasure - season 3,2024-03-28,6301,18.99,95671.0,6.129136649681638,79,indie,tasty pics studio,tasty pics studio,2610080
kingsgrave,2024-04-17,13324,9.99,95478.0,3.649236971474798,78,indie,alawar,egg or chicken games,2644360
dishwashing simulator,2024-04-03,12031,9.99,94839.0,4.485264365334047,90,indie,frinky,"frinky,frosty",2747780
i'm counting to 6...,2024-01-26,17098,6.99,94804.0,0.8322044494652961,86,indie,emika_games,emika_games,2717260
roundscape adorevia,2024-08-02,6901,15.99,94711.0,9.85695666419018,80,indie,arvus games,arvus games,2986400
abyss school,2024-01-19,26289,3.99,94355.0,4.04024775680354,91,indie,etirue,etirue,2473710
raw metal,2024-03-19,5335,19.99,93469.0,6.009124128377369,89,indie,team crucible,team crucible,2279600
异常情绪回收组,2024-01-28,10151,10.99,93379.0,12.301525684306291,85,indie,墨元素,墨元素,2597460
全民街篮,2024-05-30,31422,0.0,92977.0,11.40682578170852,76,indie,深圳市中手游网络科技有限公司,上海洲竞网络科技有限公司,2383020
sumerian six,2024-09-02,3437,29.99,92768.0,5.230193368366318,96,aa,devolver digital,artificer,1429850
open roads,2024-03-28,6252,19.99,92665.0,2.2164894237313963,76,aa,annapurna interactive,open roads team,1497360
cybernetic seduction - season 1,2024-05-03,8497,12.99,92662.0,6.853151087871319,90,indie,1thousand,1thousand,2724540
idle fishing,2024-05-24,46667,0.0,92146.0,46.04458467925279,77,indie,ao games,ao games,2725560
unveiling the unknown,2024-05-07,6254,17.99,91150.0,8.885718977731928,90,indie,twistedscarlett60,twistedscarlett60,2960590
stuffed,2024-06-16,11270,12.99,90795.0,2.606987372818584,81,indie,thegamepublisher.com,waving bear studio,1243200
legendary hoplite,2024-02-02,7587,14.99,90751.0,10.566538403468464,70,indie,ravenage games,triplebricksgames,1479810
minimalist tower defense,2024-01-25,27004,4.99,90620.0,16.989870723384826,94,indie,happyfairy213,happyfairy213,2617400
uncover the smoking gun,2024-06-23,5276,19.99,90446.0,5.377597908456318,97,indie,relu games,relu games,2492290
roots of yggdrasil,2024-09-06,9225,12.99,90157.0,6.853841751565168,92,indie,"manavoid entertainment,indie asylum",manavoid entertainment,2071430
tokyo psychodemic,2024-05-29,1813,54.99,89539.0,5.858585549228073,24,indie,gravity,gravity game arise,2397140
spy×anya: operation memories,2024-06-27,2168,49.99,88877.0,8.19216012169394,90,aaa,bandai namco entertainment,grooveboxjapan,2170370
creatures of ava,2024-08-07,4284,24.99,88683.0,5.758266728274435,93,aa,11 bit studios,inverge studios,2304440
archaelund,2024-01-08,4922,19.99,88551.0,18.604325863989,87,indie,4 dimension games,4 dimension games,1082970
age of defense,2024-07-29,13157,14.99,88271.0,6.622342614987855,78,indie,valkyrie initiative,battlecruiser games,603320
never mourn,2024-05-13,9965,14.99,87827.0,4.190220142970112,89,indie,"poysky productions,light up games",primal seed,1839820
vampire: the masquerade - justice,2024-02-06,4111,29.99,87251.0,2.884838067963121,68,indie,fast travel games,fast travel games,2431700
